track,convention,value,evidence
verification-platform-8,skills_referenced,none,.planning/verification-platform-8/GOAL.md:1-30
verification-platform-8,language,EN,.planning/verification-platform-8/GOAL.md:1
verification-platform-8,planning_file_set,"ARCHITECTURE BASELINE CAPABILITY_MATRIX DOCS_LEDGER FINAL_REPORT GOAL MILESTONES OWNERSHIP PERFORMANCE PLAN PR_BODY REVIEW_LOG TEST_MATRIX ladder.json",ls .planning/verification-platform-8/
verification-platform-8,single_chain_invariants,"Non-negotiable laws (restated): Pi single agent loop; execution chain; RSOperatorRegistry; IModelRuntime; QGIS; geospatial I/O; persistence",.planning/verification-platform-8/GOAL.md:9-20
verification-platform-8,phase_structure,absent,.planning/verification-platform-8/GOAL.md:1-30
whole-repo-line-review,branch_name,zcode/whole-repo-line-review,.planning/whole-repo-line-review/GOAL.md:3
whole-repo-line-review,worktree_path,/home/kevin/projects/rs-studio/exp-rs-whole-repo-line-review,.planning/whole-repo-line-review/GOAL.md:3
whole-repo-line-review,base_pinned,absent,.planning/whole-repo-line-review/GOAL.md:1-10
whole-repo-line-review,token_budget,"300,000,000 tokens total, phase allocation in PLAN.md",.planning/whole-repo-line-review/GOAL.md:5
whole-repo-line-review,subagent_limit,"Subagents ≤ 2 (Phase 7 only, read-only)",.planning/whole-repo-line-review/GOAL.md:5
whole-repo-line-review,no_ci_clause,"No CI. Local evidence only → EVIDENCE.md. No remote issue creation (gh issue create forbidden)",.planning/whole-repo-line-review/GOAL.md:6
whole-repo-line-review,build_parallelism,absent (review-only track),.planning/whole-repo-line-review/GOAL.md:1-10
whole-repo-line-review,never_nproc_ban,absent,.planning/whole-repo-line-review/GOAL.md:1-10
whole-repo-line-review,test_protocol,absent,.planning/whole-repo-line-review/GOAL.md:1-10
whole-repo-line-review,master_readonly,"src/ + tests/ read-only (review-only mode)",.planning/whole-repo-line-review/GOAL.md:4
whole-repo-line-review,pr_exit,absent (PLAN.md presumably carries it),.planning/whole-repo-line-review/GOAL.md:1-10
whole-repo-line-review,fail_honesty,"verbatim code quotes for every finding; repro for every P0/P1",.planning/whole-repo-line-review/GOAL.md:7
whole-repo-line-review,review_gate,"Hard gates: … zero duplicates vs the 250 closed issues; Tier A coverage 100% reviewed; PR diff contains no src/tests changes",.planning/whole-repo-line-review/GOAL.md:7
whole-repo-line-review,autonomy_defaults,absent,.planning/whole-repo-line-review/GOAL.md:1-10
whole-repo-line-review,ownership_section,"Write scope: review/, WHOLE_REPO_REVIEW.md, docs/, .planning/",.planning/whole-repo-line-review/GOAL.md:4
whole-repo-line-review,external_goal_refs,"Full original GOAL text: provided by user at track start",.planning/whole-repo-line-review/GOAL.md:10
whole-repo-line-review,skills_referenced,none,.planning/whole-repo-line-review/GOAL.md:1-10
whole-repo-line-review,language,CN-mixed,.planning/whole-repo-line-review/GOAL.md:8
whole-repo-line-review,planning_file_set,"DECISIONS DEDUPE_BASELINE_ISSUES.txt EVIDENCE GOAL PLAN PR_BODY REVIEW_LOG",ls .planning/whole-repo-line-review/
whole-repo-line-review,single_chain_invariants,absent,.planning/whole-repo-line-review/GOAL.md:1-10
whole-repo-line-review,phase_structure,"Six lenses; severity vocabulary P0–P3",.planning/whole-repo-line-review/GOAL.md:8-9
agent-rs-performance,GOAL_md,absent (uses task_plan.md/progress.md/findings.md lowercase set),ls .planning/agent-rs-performance/
agent-rs-platform,GOAL_md,absent (uses task_plan.md/progress.md/findings.md lowercase set + ci-matrix.md),ls .planning/agent-rs-platform/
display-perf-pipeline,GOAL_md,absent (uses task_plan.md/progress.md/findings.md lowercase set),ls .planning/display-perf-pipeline/
execution-cache,GOAL_md,absent (uses CACHE_CONTRACT/IMPLEMENTATION_PLAN/ROOT_CAUSES set),ls .planning/execution-cache/
execution-concurrency-lifecycle-9,GOAL_md,absent (9-series planning set without GOAL.md),ls .planning/execution-concurrency-lifecycle-9/
geospatial-data-fabric-9,GOAL_md,absent (9-series planning set; ISSUE_TRIAGE.md:4 cites unlanded "/goal vocabulary"),ls .planning/geospatial-data-fabric-9/ + .planning/geospatial-data-fabric-9/ISSUE_TRIAGE.md:4
model-runtime-multimodal-9,GOAL_md,absent (9-series planning set without GOAL.md),ls .planning/model-runtime-multimodal-9/
plugin-platform-9,GOAL_md,absent (9-series planning set without GOAL.md),ls .planning/plugin-platform-9/
scientific-algorithms-9,GOAL_md,absent (9-series planning set without GOAL.md),ls .planning/scientific-algorithms-9/
scientific-mlops-9,GOAL_md,absent (9-series planning set without GOAL.md),ls .planning/scientific-mlops-9/
temporal-agent-contract,GOAL_md,absent (uses CONTRACT_AUDIT/IMPLEMENTATION_PLAN/ROOT_CAUSES set),ls .planning/temporal-agent-contract/
unified-contract-verification-9,GOAL_md,absent (9-series planning set + PLAN.md + ladder jsons),ls .planning/unified-contract-verification-9/
